Ax,Ay,Az
0.24,0.18,-0.64
0.24,0.18,-0.64
0.24,0.18,-0.64
0.24,0.18,-0.64
0.24,0.18,-0.64
0.24,0.18,-0.64
0.24,0.18,-0.64
0.31,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.30,0.22,-0.71
0.31,0.27,-0.81
0.31,0.27,-0.81
0.31,0.27,-0.81
0.31,0.27,-0.81
0.31,0.27,-0.81
0.31,0.27,-0.81
0.31,0.27,-0.81
0.31,0.27,-0.81
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.12,-0.84
0.20,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.22,0.22,-0.88
0.18,0.19,-0.87
0.18,0.19,-0.87
0.18,0.19,-0.87
0.18,0.19,-0.87
0.18,0.19,-0.87
0.18,0.19,-0.87
0.18,0.19,-0.87
0.18,0.19,-0.87
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.16,-0.84
0.10,0.13,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
0.04,0.15,-0.76
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.02,0.15,-0.67
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.13,-0.59
-0.08,0.06,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.11,0.09,-0.49
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.15,0.04,-0.36
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.24
-0.14,0.03,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.12,0.00,-0.11
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.10,-0.06,0.04
-0.04,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.19
-0.06,-0.09,0.38
0.01,-0.13,0.40
0.01,-0.13,0.40
0.01,-0.13,0.40
0.01,-0.13,0.40
0.01,-0.13,0.40
0.01,-0.13,0.40
0.01,-0.13,0.40
0.01,-0.13,0.40
0.07,-0.17,0.63
0.07,-0.17,0.63
0.07,-0.17,0.63
0.07,-0.17,0.63
0.07,-0.17,0.63
0.07,-0.17,0.63
0.07,-0.17,0.63
0.07,-0.17,0.63
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.04,-0.23,0.88
0.02,-0.25,1.12
0.02,-0.25,1.12
0.02,-0.25,1.12
0.02,-0.25,1.12
0.02,-0.25,1.12
0.02,-0.25,1.12
0.02,-0.25,1.12
0.02,-0.25,1.12
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.02,-0.26,1.42
-0.11,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.12,-0.29,1.72
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.24,-0.29,1.96
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.29,2.19
-0.31,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.23,-0.31,2.48
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.20,-0.30,2.75
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.23,2.86
-0.29,-0.14,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.09,-0.13,3.01
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.10,-0.13,3.23
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.32
-0.44,-0.18,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.52,-0.13,3.42
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.43,-0.09,3.48
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.51
-0.41,-0.11,3.39
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.44,-0.17,3.41
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.45,-0.17,3.23
-0.42,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,3.07
-0.43,-0.15,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.41,-0.16,2.91
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.39,-0.16,2.69
-0.36,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.35,-0.16,2.38
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.30,-0.18,2.08
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.87
-0.21,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.14,-0.13,1.72
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.12,-0.17,1.59
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.08,1.31
-0.15,-0.11,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.15,-0.12,1.16
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.13,-0.14,1.06
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.07,0.90
-0.04,-0.11,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.11,-0.10,0.74
-0.01,-0.14,0.62
-0.01,-0.14,0.62
-0.01,-0.14,0.62
-0.01,-0.14,0.62
-0.01,-0.14,0.62
-0.01,-0.14,0.62
-0.01,-0.14,0.62
-0.01,-0.14,0.62
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.49
0.10,-0.07,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.13,-0.08,0.41
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.08,0.30
0.14,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.16
0.15,-0.07,0.03
0.17,-0.03,0.06
0.17,-0.03,0.06
0.17,-0.03,0.06
0.17,-0.03,0.06
0.17,-0.03,0.06
0.17,-0.03,0.06
0.17,-0.03,0.06
0.17,-0.03,0.06
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,-0.01,-0.03
0.18,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.20,0.01,-0.12
0.22,0.03,-0.24
0.22,0.03,-0.24
0.22,0.03,-0.24
0.22,0.03,-0.24
0.22,0.03,-0.24
0.22,0.03,-0.24
0.22,0.03,-0.24
0.22,0.03,-0.24
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.06,-0.35
0.24,0.09,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.27,0.08,-0.45
0.31,0.11,-0.52
0.31,0.11,-0.52
0.31,0.11,-0.52
0.31,0.11,-0.52
0.31,0.11,-0.52
0.31,0.11,-0.52
0.31,0.11,-0.52
0.31,0.11,-0.52
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.10,-0.57
0.34,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.37,0.13,-0.61
0.29,0.01,-0.63
0.29,0.01,-0.63
0.29,0.01,-0.63
0.29,0.01,-0.63
0.29,0.01,-0.63
0.29,0.01,-0.63
0.29,0.01,-0.63
0.29,0.01,-0.63
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.70
0.30,0.11,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.30,0.10,-0.71
0.14,0.04,-0.69
0.14,0.04,-0.69
0.14,0.04,-0.69
0.14,0.04,-0.69
0.14,0.04,-0.69
0.14,0.04,-0.69
0.14,0.04,-0.69
0.14,0.04,-0.69
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.06,0.07,-0.73
0.05,0.07,-0.74
0.05,0.07,-0.74
0.05,0.07,-0.74
0.05,0.07,-0.74
0.05,0.07,-0.74
0.05,0.07,-0.74
0.05,0.07,-0.74
0.05,0.07,-0.74
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.01,0.05,-0.69
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.07,0.04,-0.60
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.12,0.01,-0.51
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.01,-0.41
-0.10,-0.05,-0.24
-0.04,-0.05,-0.24
-0.04,-0.05,-0.24
-0.04,-0.05,-0.24
-0.04,-0.05,-0.24
-0.04,-0.05,-0.24
