Ax,Ay,Az
0.28,-0.63,1.08
0.28,-0.63,1.08
0.28,-0.63,1.08
0.28,-0.63,1.08
0.31,-0.68,1.27
0.31,-0.68,1.27
0.31,-0.68,1.27
0.31,-0.68,1.27
0.31,-0.68,1.27
0.31,-0.68,1.27
0.31,-0.68,1.27
0.31,-0.68,1.27
0.19,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.27
0.17,-0.48,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.20,-0.37,1.29
0.23,-0.20,1.31
0.23,-0.20,1.31
0.23,-0.20,1.31
0.23,-0.20,1.31
0.23,-0.20,1.31
0.23,-0.20,1.31
0.23,-0.20,1.31
0.23,-0.20,1.31
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.26
0.17,0.16,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.12,0.64,1.23
0.08,1.11,1.26
0.08,1.11,1.26
0.08,1.11,1.26
0.08,1.11,1.26
0.08,1.11,1.26
0.08,1.11,1.26
0.08,1.11,1.26
0.08,1.11,1.26
0.05,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
0.04,1.48,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.10,1.74,1.29
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,1.90,1.30
-0.21,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.29,2.00,1.30
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.37,2.06,1.24
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.18
-0.42,2.08,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.45,2.06,1.12
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.49,1.97,1.05
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.99
-0.43,1.84,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.42,1.65,0.92
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.44,1.52,0.84
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.76
-0.43,1.37,0.69
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.41,1.22,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.40,1.10,0.71
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.77
-0.31,1.00,0.83
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.31,0.92,0.84
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.81,0.95
-0.27,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.64,1.07
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.25,0.44,1.16
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,0.24,1.15
-0.35,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.19,-0.01,1.30
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.27,-0.11,1.24
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.19,1.17
-0.17,-0.34,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.12,-0.32,1.12
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.09,-0.40,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.01,-0.52,1.08
-0.00,-0.64,1.09
-0.00,-0.64,1.09
-0.00,-0.64,1.09
-0.00,-0.64,1.09
-0.00,-0.64,1.09
-0.00,-0.64,1.09
-0.00,-0.64,1.09
-0.00,-0.64,1.09
0.01,-0.72,1.08
0.01,-0.72,1.08
0.01,-0.72,1.08
0.01,-0.72,1.08
0.01,-0.72,1.08
0.01,-0.72,1.08
0.01,-0.72,1.08
0.01,-0.72,1.08
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.09
0.08,-0.82,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.14,-0.95,1.12
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.07,1.17
0.16,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.17,-1.19,1.22
0.16,-1.32,1.24
0.16,-1.32,1.24
0.16,-1.32,1.24
0.16,-1.32,1.24
0.16,-1.32,1.24
0.16,-1.32,1.24
0.16,-1.32,1.24
0.16,-1.32,1.24
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.44,1.23
0.20,-1.50,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.19,-1.51,1.20
0.22,-1.54,1.19
0.22,-1.54,1.19
0.22,-1.54,1.19
0.22,-1.54,1.19
0.22,-1.54,1.19
0.22,-1.54,1.19
0.22,-1.54,1.19
0.22,-1.54,1.19
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.61,1.20
0.24,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.28,-1.67,1.17
0.17,-1.70,1.09
0.17,-1.70,1.09
0.17,-1.70,1.09
0.17,-1.70,1.09
0.17,-1.70,1.09
0.17,-1.70,1.09
0.17,-1.70,1.09
0.17,-1.70,1.09
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.65,1.00
0.24,-1.52,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.23,-1.51,0.95
0.33,-1.32,0.92
0.33,-1.32,0.92
0.33,-1.32,0.92
0.33,-1.32,0.92
0.33,-1.32,0.92
0.33,-1.32,0.92
0.33,-1.32,0.92
0.33,-1.32,0.92
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,0.93
0.40,-1.12,1.03
0.52,-0.93,1.02
0.52,-0.93,1.02
0.52,-0.93,1.02
0.52,-0.93,1.02
0.52,-0.93,1.02
0.52,-0.93,1.02
0.52,-0.93,1.02
0.52,-0.93,1.02
0.53,-0.80,1.20
0.53,-0.80,1.20
0.53,-0.80,1.20
0.53,-0.80,1.20
0.53,-0.80,1.20
0.53,-0.80,1.20
0.53,-0.80,1.20
0.53,-0.80,1.20
0.47,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.25
0.46,-0.58,1.31
0.43,-0.53,1.30
0.43,-0.53,1.30
0.43,-0.53,1.30
0.43,-0.53,1.30
0.43,-0.53,1.30
0.43,-0.53,1.30
0.43,-0.53,1.30
0.43,-0.53,1.30
0.30,-0.44,1.31
0.30,-0.44,1.31
0.30,-0.44,1.31
0.30,-0.44,1.31
0.30,-0.44,1.31
0.30,-0.44,1.31
0.30,-0.44,1.31
0.30,-0.44,1.31
0.20,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.30
0.21,-0.34,1.21
0.13,-0.14,1.20
0.13,-0.14,1.20
0.13,-0.14,1.20
0.13,-0.14,1.20
0.13,-0.14,1.20
0.13,-0.14,1.20
0.13,-0.14,1.20
0.13,-0.14,1.20
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.01,1.15
0.05,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.00,0.27,1.11
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.05,0.57,1.05
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,0.89,1.00
-0.12,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.18,1.26,1.03
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.23,1.63,1.10
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.16
-0.31,1.84,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.39,1.95,1.24
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.48,2.02,1.30
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.53,2.02,1.35
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.57,1.98,1.37
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.60,1.91,1.33
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.25
-0.56,1.83,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.71,1.12
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.59,0.99
-0.56,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.83
-0.58,1.43,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.50,1.19,0.76
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.59,1.09,0.65
-0.47,1.02,0.64
-0.50,1.02,0.64
